"Id","yyyymmdd","decy","time","latN","lonW","QF","Depth","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","Chl","Phae","p18","p19","p20","p21"
2005500201,19930427,1993.31934,1323,31.779,64.176,2,253.5,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0.01,0.019,NA,NA,NA,NA
2005500202,19930427,1993.31934,1323,31.779,64.176,2,201.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0.019,NA,NA,NA,NA
2005500203,19930427,1993.31934,1323,31.779,64.176,2,160.9,0,0,3,0,7,8,3,0,0,0,0,0,0,10,0,0.019,0.039,NA,NA,NA,NA
2005500204,19930427,1993.31934,1323,31.779,64.176,2,141.4,0,0,1,0,13,6,8,0,0,0,0,0,4,24,0,0.039,0.049,NA,NA,NA,NA
2005500205,19930427,1993.31934,1323,31.779,64.176,2,120.4,3,0,6,0,37,18,33,2,2,0,0,0,20,81,0,0.107,0.078,NA,NA,NA,NA
2005500206,19930427,1993.31934,1323,31.779,64.176,2,100.7,7,0,11,0,56,26,58,7,4,1,0,3,33,169,0,0.214,0.107,NA,NA,NA,NA
2005500207,19930427,1993.31934,1323,31.779,64.176,2,80.6,17,0,27,6,89,36,116,17,17,5,4,18,70,351,16,0.419,0.205,NA,NA,NA,NA
2005500208,19930427,1993.31934,1323,31.779,64.176,2,61.6,6,0,15,3,43,17,65,1,5,1,0,14,26,191,14,0.253,0.088,NA,NA,NA,NA
2005500209,19930427,1993.31934,1323,31.779,64.176,2,55.2,4,0,15,2,29,15,54,1,4,0,0,15,9,148,12,0.224,0.058,NA,NA,NA,NA
2005500210,19930427,1993.31934,1323,31.779,64.176,2,39.8,2,0,7,2,20,19,28,0,5,0,0,19,8,115,0,0.156,0.029,NA,NA,NA,NA
2005500211,19930427,1993.31934,1323,31.779,64.176,2,20,1,0,8,0,13,14,24,0,6,0,0,21,5,105,0,0.146,0.029,NA,NA,NA,NA
2005500212,19930427,1993.31934,1323,31.779,64.176,2,3.6,2,0,6,0,12,9,21,0,7,0,0,21,6,95,0,0.136,0.029,NA,NA,NA,NA
1005600301,19930509,1993.3521,1222,31.752,64.297,2,245.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.019,NA,NA,NA,NA
1005600302,19930509,1993.3521,1222,31.752,64.297,2,193.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.01,0.019,NA,NA,NA,NA
1005600303,19930509,1993.3521,1222,31.752,64.297,2,148,0,0,0,0,7,3,5,0,0,0,0,0,0,15,0,0.019,0.029,NA,NA,NA,NA
1005600304,19930509,1993.3521,1222,31.752,64.297,2,97.1,25,7,47,3,114,92,119,18,6,2,4,16,125,445,14,0.575,0.341,NA,NA,NA,NA
1005600305,19930509,1993.3521,1222,31.752,64.297,2,87.4,26,0,29,0,109,57,85,8,5,2,0,5,75,319,8,0.39,0.244,NA,NA,NA,NA
1005600306,19930509,1993.3521,1222,31.752,64.297,2,77.7,17,0,19,0,80,33,70,2,4,2,3,3,32,216,5,0.283,0.146,NA,NA,NA,NA
1005600307,19930509,1993.3521,1222,31.752,64.297,2,68.1,36,17,59,8,108,143,151,31,12,10,3,25,208,675,37,0.858,0.565,NA,NA,NA,NA
1005600308,19930509,1993.3521,1222,31.752,64.297,2,57.9,15,4,27,4,37,57,94,14,10,3,0,27,77,357,21,0.458,0.263,NA,NA,NA,NA
1005600309,19930509,1993.3521,1222,31.752,64.297,2,48.2,4,2,14,3,21,32,45,1,8,1,0,20,12,161,0,0.224,0.088,NA,NA,NA,NA
1005600310,19930509,1993.3521,1222,31.752,64.297,2,20,0,0,4,0,8,14,21,0,11,1,3,11,0,58,0,0.088,0.029,NA,NA,NA,NA
1005600311,19930509,1993.3521,1222,31.752,64.297,2,10.4,0,0,3,0,7,16,19,0,20,1,5,10,0,75,6,0.107,0.02,NA,NA,NA,NA
1005600312,19930509,1993.3521,1222,31.752,64.297,2,3.6,3,0,4,2,6,15,20,0,19,1,4,4,0,71,6,0.098,0.029,NA,NA,NA,NA
1005700302,19930615,1993.4538,1516,31.668,63.773,2,4.7,0,0,2,0,4,5,14,0,7,0,0,3,0,35,0,0.049,0.01,NA,NA,NA,NA
1005700304,19930615,1993.4538,1516,31.668,63.773,2,11,0,0,2,0,2,2,14,0,7,0,0,4,0,35,0,0.049,0,NA,NA,NA,NA
1005700306,19930615,1993.4538,1516,31.668,63.773,2,20.6,0,0,0,0,3,3,17,0,7,0,0,6,0,34,0,0.049,0,NA,NA,NA,NA
1005700308,19930615,1993.4538,1516,31.668,63.773,2,40.7,0,0,2,0,7,3,17,0,6,0,0,11,0,44,0,0.068,0.01,NA,NA,NA,NA
1005700310,19930615,1993.4538,1516,31.668,63.773,2,60.4,2,0,8,2,12,6,35,0,4,0,0,23,10,97,0,0.136,0.029,NA,NA,NA,NA
1005700312,19930615,1993.4538,1516,31.668,63.773,2,80.9,9,3,15,4,23,13,57,0,5,0,0,44,31,224,13,0.253,0.127,NA,NA,NA,NA
1005700314,19930615,1993.4538,1516,31.668,63.773,2,102.1,9,0,18,0,25,12,67,0,4,1,0,43,103,275,24,0.283,0.263,NA,NA,NA,NA
1005700315,19930615,1993.4538,1516,31.668,63.773,2,120.1,9,0,12,0,46,17,39,1,3,0,0,13,92,194,13,0.185,0.224,NA,NA,NA,NA
1005700320,19930615,1993.4538,1516,31.668,63.773,2,162,0,0,0,0,6,0,5,0,0,0,0,2,9,19,0,0.019,0.029,NA,NA,NA,NA
1005700322,19930615,1993.4538,1516,31.668,63.773,2,201.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,NA,NA,NA,NA
1005700324,19930615,1993.4538,1516,31.668,63.773,2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1005800402,19930713,1993.5303,1325,31.792,63.961,2,1.5,0,0,1,0,1,3,10,0,7,0,3,7,0,27,0,0.039,0.01,NA,NA,NA,NA
1005800404,19930713,1993.5303,1325,31.792,63.961,2,11,0,0,2,0,1,2,10,0,6,0,0,8,0,25,0,0.039,0.01,NA,NA,NA,NA
1005800406,19930713,1993.5303,1325,31.792,63.961,2,20.1,0,0,1,0,3,4,9,0,6,0,0,7,0,32,0,0.039,0.01,NA,NA,NA,NA
1005800408,19930713,1993.5303,1325,31.792,63.961,2,41,0,0,2,0,4,2,10,0,5,0,0,13,0,33,0,0.049,0.01,NA,NA,NA,NA
1005800410,19930713,1993.5303,1325,31.792,63.961,2,60.3,0,0,0,0,7,3,19,0,5,0,0,26,6,58,0,0.078,0.019,NA,NA,NA,NA
1005800412,19930713,1993.5303,1325,31.792,63.961,2,80.9,2,0,6,6,12,5,32,0,4,0,0,39,12,112,6,0.136,0.029,NA,NA,NA,NA
1005800414,19930713,1993.5303,1325,31.792,63.961,2,100.3,4,0,10,2,19,4,50,0,4,0,0,52,58,201,22,0.205,0.156,NA,NA,NA,NA
1005800416,19930713,1993.5303,1325,31.792,63.961,2,121.5,13,0,21,0,54,15,80,0,6,1,0,37,151,310,31,0.283,0.39,NA,NA,NA,NA
1005800418,19930713,1993.5303,1325,31.792,63.961,2,140.8,8,0,10,2,29,7,47,0,2,0,0,14,104,160,18,0.097,0.292,NA,NA,NA,NA
1005800420,19930713,1993.5303,1325,31.792,63.961,2,161.5,3,0,6,0,17,4,30,0,2,0,0,6,78,95,14,0.068,0.175,NA,NA,NA,NA
1005800422,19930713,1993.5303,1325,31.792,63.961,2,201.2,0,0,0,0,2,0,9,0,0,0,0,0,0,12,0,0.019,0.019,NA,NA,NA,NA
1005800424,19930713,1993.5303,1325,31.792,63.961,2,250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1005900202,19930818,1993.62803,535,31.715,63.955,2,1.9,0,0,3,0,3,21,16,0,4,0,0,9,0,82,0,0.059,0,NA,NA,NA,NA
1005900204,19930818,1993.62803,535,31.715,63.955,2,10.4,0,0,3,0,4,3,17,0,3,0,0,4,0,38,0,0.059,0,NA,NA,NA,NA
1005900206,19930818,1993.62803,535,31.715,63.955,2,20.2,2,0,4,0,5,2,16,0,2,0,0,6,0,47,0,0.068,0,NA,NA,NA,NA
1005900208,19930818,1993.62803,535,31.715,63.955,2,40.6,2,0,5,2,6,2,20,0,4,0,0,17,13,65,0,0.068,0.029,NA,NA,NA,NA
1005900210,19930818,1993.62803,535,31.715,63.955,2,61.3,5,0,6,3,9,3,30,0,4,0,0,24,12,99,0,0.117,0.01,NA,NA,NA,NA
1005900212,19930818,1993.62803,535,31.715,63.955,2,81.4,2,0,9,4,12,5,37,0,4,0,0,26,8,115,4,0.137,0.039,NA,NA,NA,NA
1005900214,19930818,1993.62803,535,31.715,63.955,2,100.6,4,0,7,4,20,4,51,0,3,0,0,43,42,215,10,0.156,0.136,NA,NA,NA,NA
1005900216,19930818,1993.62803,535,31.715,63.955,2,120.1,8,0,14,0,31,6,51,0,3,0,0,35,109,251,23,0.136,0.234,NA,NA,NA,NA
1005900218,19930818,1993.62803,535,31.715,63.955,2,143.2,5,0,11,0,33,5,41,0,2,0,0,13,109,179,18,0.078,0.244,NA,NA,NA,NA
1005900220,19930818,1993.62803,535,31.715,63.955,2,160.7,5,0,5,0,19,4,30,0,2,0,0,5,69,99,10,0.058,0.117,NA,NA,NA,NA
1005900222,19930818,1993.62803,535,31.715,63.955,2,200.8,0,0,0,0,1,0,13,0,0,0,0,0,9,19,0,0.019,0.029,NA,NA,NA,NA
1005900224,19930818,1993.62803,535,31.715,63.955,2,251.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1006000302,19930914,1993.70277,1215,31.75,64.142,2,2.1,0,0,2,0,3,4,15,0,9,0,2,18,0,48,0,0.049,0.01,NA,NA,NA,NA
1006000306,19930914,1993.70277,1215,31.75,64.142,2,20.5,0,0,3,0,4,4,17,0,8,0,1,18,0,49,0,0.078,0,NA,NA,NA,NA
1006000308,19930914,1993.70277,1215,31.75,64.142,2,39.7,0,0,3,0,4,6,16,0,5,0,0,34,0,62,2,0.098,0,NA,NA,NA,NA
1006000310,19930914,1993.70277,1215,31.75,64.142,2,59.9,1,0,7,1,8,5,23,0,4,0,0,41,15,115,6,0.127,0.029,NA,NA,NA,NA
1006000312,19930914,1993.70277,1215,31.75,64.142,2,80.5,7,0,12,0,20,6,46,0,5,1,0,50,61,207,14,0.185,0.098,NA,NA,NA,NA
1006000314,19930914,1993.70277,1215,31.75,64.142,2,100.4,17,0,21,3,49,17,81,1,7,2,1,29,169,339,32,0.283,0.224,NA,NA,NA,NA
1006000316,19930914,1993.70277,1215,31.75,64.142,2,120.3,11,0,17,0,38,12,58,0,2,0,0,13,125,227,27,0.136,0.224,NA,NA,NA,NA
1006000318,19930914,1993.70277,1215,31.75,64.142,2,141.8,5,0,5,0,18,6,33,0,1,0,0,2,43,80,5,0.088,0.039,NA,NA,NA,NA
1006000320,19930914,1993.70277,1215,31.75,64.142,2,159.7,2,0,0,0,6,2,19,0,1,0,0,0,5,28,0,0.039,0.019,NA,NA,NA,NA
1006000322,19930914,1993.70277,1215,31.75,64.142,2,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1006000324,19930914,1993.70277,1215,31.75,64.142,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1006100302,19931012,1993.7794,1133,31.671,64.168,2,1.9,3,0,3,0,6,6,17,0,11,0,1,24,0,78,0,0.078,0.02,NA,NA,NA,NA
1006100304,19931012,1993.7794,1133,31.671,64.168,2,11.1,2,0,6,0,9,5,19,0,10,0,0,24,0,70,0,0.098,0.01,NA,NA,NA,NA
1006100306,19931012,1993.7794,1133,31.671,64.168,2,20.2,5,0,8,0,6,5,19,0,8,0,1,26,0,71,6,0.098,0.01,NA,NA,NA,NA
1006100308,19931012,1993.7794,1133,31.671,64.168,2,41.3,5,0,6,0,10,6,27,0,6,0,0,44,14,125,6,0.137,0.02,NA,NA,NA,NA
1006100310,19931012,1993.7794,1133,31.671,64.168,2,51.4,4,0,8,4,11,5,30,0,4,0,0,42,17,154,9,0.185,0,NA,NA,NA,NA
1006100312,19931012,1993.7794,1133,31.671,64.168,2,75.9,10,0,15,3,23,4,60,0,4,1,3,44,47,251,18,0.214,0.107,NA,NA,NA,NA
1006100314,19931012,1993.7794,1133,31.671,64.168,2,90.9,12,0,20,0,47,9,65,0,2,1,2,27,130,286,23,0.175,0.234,NA,NA,NA,NA
1006100316,19931012,1993.7794,1133,31.671,64.168,2,120.2,7,0,10,0,20,6,37,0,3,0,1,8,73,112,16,0.049,0.127,NA,NA,NA,NA
1006100318,19931012,1993.7794,1133,31.671,64.168,2,139.5,5,0,3,0,12,3,26,0,0,0,0,2,27,57,0,0.049,0.049,NA,NA,NA,NA
1006100320,19931012,1993.7794,1133,31.671,64.168,2,159.9,0,0,0,0,3,0,7,0,0,0,0,0,0,8,0,0.019,0,NA,NA,NA,NA
1006100322,19931012,1993.7794,1133,31.671,64.168,2,202.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1006200302,19931109,1993.85613,1143,31.722,64.265,2,1.8,0,0,0,0,8,0,7,0,4,0,0,20,0,51,0,0.049,0,NA,NA,NA,NA
1006200304,19931109,1993.85613,1143,31.722,64.265,2,10.9,0,0,6,0,3,10,15,0,3,3,0,24,0,60,0,0.059,0.01,NA,NA,NA,NA
1006200306,19931109,1993.85613,1143,31.722,64.265,2,21,0,0,2,0,3,3,13,0,0,0,0,24,0,62,0,0.059,0.01,NA,NA,NA,NA
1006200308,19931109,1993.85613,1143,31.722,64.265,2,40.8,0,0,3,0,4,4,13,0,0,0,0,20,0,60,0,0.068,0,NA,NA,NA,NA
1006200310,19931109,1993.85613,1143,31.722,64.265,2,60.7,2,0,6,6,9,5,28,0,5,0,0,50,0,124,0,0.117,0.029,NA,NA,NA,NA
1006200312,19931109,1993.85613,1143,31.722,64.265,2,79.6,6,0,10,0,17,7,44,0,5,0,3,41,0,217,9,0.185,0.058,NA,NA,NA,NA
1006200314,19931109,1993.85613,1143,31.722,64.265,2,100.5,5,0,11,0,21,6,44,0,5,0,0,31,47,217,14,0.185,0.068,NA,NA,NA,NA
1006200316,19931109,1993.85613,1143,31.722,64.265,2,119.9,8,0,11,0,37,8,41,0,4,0,0,25,115,205,21,0.146,0.127,NA,NA,NA,NA
1006200318,19931109,1993.85613,1143,31.722,64.265,2,139.6,4,0,7,0,24,4,35,0,2,0,0,6,75,121,15,0.078,0.078,NA,NA,NA,NA
1006200320,19931109,1993.85613,1143,31.722,64.265,2,160.3,4,0,4,0,17,3,25,0,0,0,0,0,49,63,9,0.039,0.068,NA,NA,NA,NA
1006200322,19931109,1993.85613,1143,31.722,64.265,2,200.2,0,0,0,0,5,0,16,0,0,0,0,0,11,25,0,0.019,0.019,NA,NA,NA,NA
1006200324,19931109,1993.85613,1143,31.722,64.265,2,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,NA,NA,NA,NA
1006300402,19931207,1993.93286,1152,31.872,64.189,2,2.2,3,0,3,0,8,5,19,0,5,0,0,25,0,83,0,0.039,0,NA,NA,NA,NA
1006300404,19931207,1993.93286,1152,31.872,64.189,2,10,3,0,3,0,8,4,22,0,5,0,0,29,0,87,5,0.039,0.01,NA,NA,NA,NA
1006300406,19931207,1993.93286,1152,31.872,64.189,2,20.9,4,0,3,0,9,5,21,0,3,0,0,29,5,90,3,0.049,0,NA,NA,NA,NA
1006300408,19931207,1993.93286,1152,31.872,64.189,2,41.5,1,0,4,0,11,4,21,0,4,0,0,31,9,96,6,0.049,0,NA,NA,NA,NA
1006300410,19931207,1993.93286,1152,31.872,64.189,2,58.9,3,0,7,1,12,4,29,0,4,0,0,30,8,115,5,0.088,0,NA,NA,NA,NA
1006300412,19931207,1993.93286,1152,31.872,64.189,2,80.1,5,0,12,0,19,3,48,0,3,0,0,38,38,216,18,0.136,0.058,NA,NA,NA,NA
1006300414,19931207,1993.93286,1152,31.872,64.189,2,99.7,7,0,13,0,41,6,51,0,5,0,1,18,105,220,18,0.068,0.166,NA,NA,NA,NA
1006300416,19931207,1993.93286,1152,31.872,64.189,2,120,5,0,8,0,22,5,30,0,2,0,0,7,73,124,13,0.078,0.058,NA,NA,NA,NA
1006300418,19931207,1993.93286,1152,31.872,64.189,2,139.9,0,0,0,0,3,3,9,0,0,0,0,0,36,77,5,0.029,0.039,NA,NA,NA,NA
1006300420,19931207,1993.93286,1152,31.872,64.189,2,159.2,0,0,0,0,5,0,17,0,0,0,0,0,17,27,0,0.01,0.019,NA,NA,NA,NA
1006300422,19931207,1993.93286,1152,31.872,64.189,2,198.6,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0.01,NA,NA,NA,NA
1006300424,19931207,1993.93286,1152,31.872,64.189,2,249.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1006400402,19940112,1994.03164,1311,31.659,64.246,2,2.2,2,0,6,0,18,2,32,0,7,0,0,31,13,156,4,0.127,0.029,NA,NA,NA,NA
1006400404,19940112,1994.03164,1311,31.659,64.246,2,10.2,5,0,6,0,19,5,29,0,7,1,2,31,15,143,6,0.107,0.058,NA,NA,NA,NA
1006400406,19940112,1994.03164,1311,31.659,64.246,2,20.5,2,0,6,0,17,6,31,0,6,0,0,31,15,141,5,0.117,0.049,NA,NA,NA,NA
1006400408,19940112,1994.03164,1311,31.659,64.246,2,39.9,4,0,6,0,18,4,31,0,5,1,1,34,16,146,7,0.156,0.019,NA,NA,NA,NA
1006400410,19940112,1994.03164,1311,31.659,64.246,2,60.3,4,0,8,0,19,3,32,0,5,1,0,31,17,146,7,0.117,0.068,NA,NA,NA,NA
1006400412,19940112,1994.03164,1311,31.659,64.246,2,79.7,3,0,7,0,20,5,32,0,4,1,0,40,17,159,7,0.127,0.058,NA,NA,NA,NA
1006400414,19940112,1994.03164,1311,31.659,64.246,2,100.4,2,0,9,0,20,5,32,0,5,0,0,36,19,166,10,0.166,0.019,NA,NA,NA,NA
1006400416,19940112,1994.03164,1311,31.659,64.246,2,120.2,3,0,9,0,34,3,30,0,2,0,0,24,90,174,21,0.107,0.127,NA,NA,NA,NA
1006400418,19940112,1994.03164,1311,31.659,64.246,2,140,3,0,6,0,21,3,32,0,3,0,0,5,51,98,12,0.058,0.068,NA,NA,NA,NA
1006400420,19940112,1994.03164,1311,31.659,64.246,2,160.8,0,0,2,0,7,0,18,0,0,0,0,0,13,25,0,0.029,0.019,NA,NA,NA,NA
1006400422,19940112,1994.03164,1311,31.659,64.246,2,200.4,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0.01,0,NA,NA,NA,NA
1006400424,19940112,1994.03164,1311,31.659,64.246,2,251.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1006500602,19940218,1994.13294,1233,31.815,64.593,2,1.7,3,0,7,0,14,4,32,0,7,0,0,35,10,128,5,0.136,0.019,NA,NA,NA,NA
1006500604,19940218,1994.13294,1233,31.815,64.593,2,10.1,3,0,6,0,16,3,35,0,7,0,0,38,13,139,5,0.185,0,NA,NA,NA,NA
1006500606,19940218,1994.13294,1233,31.815,64.593,2,20.6,2,0,6,0,18,6,41,0,7,0,3,48,15,165,3,0.166,0.019,NA,NA,NA,NA
1006500608,19940218,1994.13294,1233,31.815,64.593,2,40.2,6,0,14,0,29,10,74,0,7,2,0,42,19,239,13,0.263,0.039,NA,NA,NA,NA
1006500610,19940218,1994.13294,1233,31.815,64.593,2,59.7,7,0,17,0,36,9,81,0,5,2,0,36,22,249,10,0.282,0.01,NA,NA,NA,NA
1006500612,19940218,1994.13294,1233,31.815,64.593,2,80.3,8,0,14,0,29,6,71,0,5,2,0,31,20,214,12,0.214,0.058,NA,NA,NA,NA
1006500614,19940218,1994.13294,1233,31.815,64.593,2,99.5,7,0,12,0,30,7,67,2,4,1,0,21,17,203,11,0.214,0.039,NA,NA,NA,NA
1006500616,19940218,1994.13294,1233,31.815,64.593,2,119.6,2,0,6,0,16,1,24,0,1,2,0,2,14,68,0,0.049,0.049,NA,NA,NA,NA
1006500618,19940218,1994.13294,1233,31.815,64.593,2,140.3,3,0,3,0,14,2,12,0,0,0,0,3,0,42,0,0.039,0.039,NA,NA,NA,NA
1006500620,19940218,1994.13294,1233,31.815,64.593,2,158.8,0,0,6,0,7,2,8,0,0,0,0,0,0,19,0,0.029,0.019,NA,NA,NA,NA
1006500622,19940218,1994.13294,1233,31.815,64.593,2,200.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,NA,NA,NA,NA
1006500624,19940218,1994.13294,1233,31.815,64.593,2,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2006500202,19940228,1994.16024,1140,31.726,64.22,2,3.5,7,0,12,0,17,14,64,0,9,4,1,13,21,209,0,0.389,0,NA,NA,NA,NA
2006500204,19940228,1994.16024,1140,31.726,64.22,2,11.3,7,0,14,0,18,11,66,0,9,4,0,17,27,202,0,0.302,0.039,NA,NA,NA,NA
2006500206,19940228,1994.16024,1140,31.726,64.22,2,20.7,5,0,9,0,18,6,64,0,8,4,0,12,23,184,0,0.302,0.01,NA,NA,NA,NA
2006500208,19940228,1994.16024,1140,31.726,64.22,2,40.9,10,0,14,0,21,15,73,0,8,5,0,16,32,215,0,0.312,0.049,NA,NA,NA,NA
2006500210,19940228,1994.16024,1140,31.726,64.22,2,60.8,6,0,12,0,21,13,75,0,8,6,0,19,30,225,0,0.672,0,NA,NA,NA,NA
2006500212,19940228,1994.16024,1140,31.726,64.22,2,82.4,10,0,12,0,27,20,55,0,4,7,0,11,73,265,0,0.487,0.029,NA,NA,NA,NA
2006500214,19940228,1994.16024,1140,31.726,64.22,2,102,8,0,8,0,24,9,29,0,4,3,0,6,42,166,0,0.195,0.117,NA,NA,NA,NA
2006500216,19940228,1994.16024,1140,31.726,64.22,2,119.6,1,0,7,0,16,3,18,0,1,1,0,3,18,90,0,0.107,0.068,NA,NA,NA,NA
2006500218,19940228,1994.16024,1140,31.726,64.22,2,141.9,2,0,4,0,13,4,17,0,2,2,0,3,12,65,0,0.136,0.019,NA,NA,NA,NA
2006500220,19940228,1994.16024,1140,31.726,64.22,2,160.5,0,0,0,0,7,0,9,0,0,0,0,0,0,31,0,0.068,0,NA,NA,NA,NA
2006500222,19940228,1994.16024,1140,31.726,64.22,2,200.9,0,0,0,0,3,0,6,0,0,0,0,0,0,14,0,0.039,0.01,NA,NA,NA,NA
2006500224,19940228,1994.16024,1140,31.726,64.22,2,250.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA
1006600702,19940321,1994.21757,957,31.412,64.349,2,4.5,7,0,10,0,18,14,44,4,14,10,1,13,20,162,1,0.234,0.019,NA,NA,NA,NA
1006600704,19940321,1994.21757,957,31.412,64.349,2,12.3,9,0,11,0,18,14,51,5,16,10,2,15,24,173,0,0.243,0.058,NA,NA,NA,NA
1006600706,19940321,1994.21757,957,31.412,64.349,2,19.9,9,0,13,0,20,19,53,6,11,10,0,18,23,188,0,0.292,0.01,NA,NA,NA,NA
1006600708,19940321,1994.21757,957,31.412,64.349,2,41,8,0,13,0,20,14,55,3,9,11,0,16,28,191,9,0.282,0,NA,NA,NA,NA
1006600710,19940321,1994.21757,957,31.412,64.349,2,58.3,10,0,12,0,19,13,50,5,7,8,0,15,21,164,2,0.321,0,NA,NA,NA,NA
1006600712,19940321,1994.21757,957,31.412,64.349,2,82.1,8,0,11,0,19,13,48,7,4,8,0,15,21,172,0,0.234,0.049,NA,NA,NA,NA
1006600714,19940321,1994.21757,957,31.412,64.349,2,98.8,9,0,11,0,20,20,51,5,5,8,0,17,23,179,0,0.195,0.097,NA,NA,NA,NA
1006600716,19940321,1994.21757,957,31.412,64.349,2,124,7,0,8,0,18,13,47,6,5,7,0,8,21,163,0,0.243,0,NA,NA,NA,NA
1006600718,19940321,1994.21757,957,31.412,64.349,2,139.4,5,0,10,0,19,20,47,5,4,7,0,8,20,171,0,0.263,0,NA,NA,NA,NA
1006600720,19940321,1994.21757,957,31.412,64.349,2,160.4,6,0,10,0,19,18,47,7,3,8,0,9,23,170,0,0.282,0,NA,NA,NA,NA
1006600722,19940321,1994.21757,957,31.412,64.349,2,203,7,0,9,0,17,12,46,4,3,7,0,8,17,149,0,0.302,0,NA,NA,NA,NA
1006600724,19940321,1994.21757,957,31.412,64.349,2,255,7,0,9,0,19,15,47,6,0,5,0,8,20,167,8,0.321,0,NA,NA,NA,NA
2006600502,19940406,1994.26168,1220,31.614,63.893,2,2.1,3,0,2,0,0,0,13,0,8,0,0,15,0,53,0,0.088,0,NA,NA,NA,NA
2006600504,19940406,1994.26168,1220,31.614,63.893,2,9.6,0,0,0,0,0,0,19,0,8,0,0,17,0,57,0,0.097,0,NA,NA,NA,NA
2006600506,19940406,1994.26168,1220,31.614,63.893,2,21,0,0,3,0,7,5,17,0,8,0,0,19,0,55,0,0.097,0,NA,NA,NA,NA
2006600508,19940406,1994.26168,1220,31.614,63.893,2,39.3,2,0,5,0,13,7,26,0,7,0,0,38,6,114,0,0.146,0.01,NA,NA,NA,NA
2006600510,19940406,1994.26168,1220,31.614,63.893,2,58.9,7,0,9,0,17,7,40,0,5,1,0,53,23,165,20,0.214,0,NA,NA,NA,NA
2006600512,19940406,1994.26168,1220,31.614,63.893,2,79.6,7,0,15,0,21,4,78,0,5,2,0,83,81,347,42,0.312,0.107,NA,NA,NA,NA
2006600514,19940406,1994.26168,1220,31.614,63.893,2,100.1,12,0,18,0,42,4,86,4,5,5,0,28,86,332,16,0.36,0.068,NA,NA,NA,NA
2006600516,19940406,1994.26168,1220,31.614,63.893,2,120,6,0,12,0,27,5,50,2,2,2,0,15,46,170,5,0.205,0.029,NA,NA,NA,NA
2006600518,19940406,1994.26168,1220,31.614,63.893,2,136.7,3,0,10,0,23,3,54,2,4,2,0,11,37,168,3,0.244,0,NA,NA,NA,NA
2006600520,19940406,1994.26168,1220,31.614,63.893,2,159,4,0,10,0,15,2,29,0,2,3,0,6,24,85,0,0.117,0.029,NA,NA,NA,NA
2006600522,19940406,1994.26168,1220,31.614,63.893,2,201.2,0,0,3,0,4,0,11,0,0,0,0,2,0,27,0,0.058,0.01,NA,NA,NA,NA
2006600524,19940406,1994.26168,1220,31.614,63.893,2,251,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.058,NA,NA,NA,NA
1006700402,19940419,1994.29731,1228,31.757,64.088,2,1.6,0,0,0,0,2,4,10,0,5,0,1,10,0,47,0,0.049,0,NA,NA,NA,NA
1006700404,19940419,1994.29731,1228,31.757,64.088,2,11.2,0,0,0,0,3,5,8,0,6,0,2,10,0,30,0,0.058,0,NA,NA,NA,NA
1006700406,19940419,1994.29731,1228,31.757,64.088,2,20.6,0,0,0,0,1,3,7,0,5,0,1,9,0,29,0,0.058,0,NA,NA,NA,NA
1006700408,19940419,1994.29731,1228,31.757,64.088,2,40.5,0,0,6,0,4,3,11,0,4,0,0,14,0,44,0,0.058,0,NA,NA,NA,NA
1006700410,19940419,1994.29731,1228,31.757,64.088,2,60.6,0,0,4,0,6,4,17,0,3,0,1,20,7,58,0,0.107,0,NA,NA,NA,NA
1006700412,19940419,1994.29731,1228,31.757,64.088,2,79.6,5,0,8,0,14,6,37,0,4,0,0,34,11,130,6,0.185,0,NA,NA,NA,NA
